round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.025262976065278053,0.0,0.021907707676291466,0.04545454680919647,10,0.2,12
30,0.02766318991780281,0.0,0.021769564598798752,0.04545454680919647,10,0.2,24
30,0.02741444669663906,0.0,0.020899057388305664,0.04545454680919647,10,0.2,48
30,0.02956215851008892,0.0,0.02281980589032173,0.04545454680919647,10,0.4,12
30,0.02860947884619236,0.0,0.0223234873265028,0.04545454680919647,10,0.4,24
30,0.02880936861038208,0.0,0.023506158962845802,0.04545454680919647,10,0.4,48
30,0.028607064858078957,0.0,0.022625824436545372,0.04545454680919647,20,0.2,12
30,0.02812136895954609,0.0,0.021549837663769722,0.04545454680919647,20,0.2,24
30,0.02833748422563076,0.0,0.02206769585609436,0.04545454680919647,20,0.2,48
30,0.025802964344620705,0.0,0.02328653447329998,0.04545454680919647,20,0.4,12
30,0.02994367852807045,0.0,0.02363741211593151,0.04545454680919647,20,0.4,24
30,0.02740662172436714,0.0,0.022732561454176903,0.04545454680919647,20,0.4,48
30,0.028499353677034378,0.0,0.024516575038433075,0.04545454680919647,30,0.2,12
30,0.02745995670557022,0.0,0.021360434591770172,0.04545454680919647,30,0.2,24
30,0.02793983742594719,0.0,0.02109786681830883,0.04545454680919647,30,0.2,48
30,0.02936842106282711,0.0,0.022436583414673805,0.04545454680919647,30,0.4,12
30,0.029967384412884712,0.0,0.022844696417450905,0.04545454680919647,30,0.4,24
30,0.02807612717151642,0.0,0.02269943244755268,0.04545454680919647,30,0.4,48
