round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.022468216717243195,0.0051282052882015705,0.016039956361055374,0.0,10,0.2,12
30,0.024218788370490074,0.0051282052882015705,0.016139404848217964,0.0,10,0.2,24
30,0.022819222882390022,0.0051282052882015705,0.01579553633928299,0.0,10,0.2,48
30,0.026667272672057152,0.0051282052882015705,0.01805083267390728,0.0,10,0.4,12
30,0.0291044432669878,0.0051282052882015705,0.01752747781574726,0.0,10,0.4,24
30,0.029037153348326683,0.0051282052882015705,0.016981029883027077,0.0,10,0.4,48
30,0.02437937818467617,0.0051282052882015705,0.016669321805238724,0.0,20,0.2,12
30,0.024449573829770088,0.0051282052882015705,0.015084778890013695,0.0,20,0.2,24
30,0.024939481168985367,0.0051282052882015705,0.014855286106467247,0.0,20,0.2,48
30,0.030798396095633507,0.0051282052882015705,0.01935630850493908,0.0,20,0.4,12
30,0.027663100510835648,0.0051282052882015705,0.01865137182176113,0.0,20,0.4,24
30,0.026726409792900085,0.0051282052882015705,0.01671985164284706,0.0,20,0.4,48
30,0.023135146126151085,0.0051282052882015705,0.01600508578121662,0.0,30,0.2,12
30,0.025781644508242607,0.0051282052882015705,0.015302925370633602,0.0,30,0.2,24
30,0.023646706715226173,0.0051282052882015705,0.015442166477441788,0.0,30,0.2,48
30,0.029629399999976158,0.0051282052882015705,0.01917063072323799,0.0,30,0.4,12
30,0.027606042101979256,0.0051282052882015705,0.01795230619609356,0.0,30,0.4,24
30,0.02789192646741867,0.0051282052882015705,0.01729494147002697,0.0,30,0.4,48
