round_epochs,loss,mae,mape,val_loss,val_mae,val_mape,batch_size,dropout,epochs,first_neuron
40,0.016216730698943138,0.09658074378967285,1153491.625,0.009187694638967514,0.07144620269536972,35.78025436401367,8,0.1,40,12
40,0.015233755111694336,0.09493934363126755,694518.125,0.008088444359600544,0.06789138913154602,29.4913272857666,8,0.1,40,24
40,0.014422054402530193,0.09511609375476837,705872.0625,0.007958806119859219,0.06342688947916031,23.9874324798584,8,0.1,40,48
50,0.014889990910887718,0.09490616619586945,884388.8125,0.008222106844186783,0.07024531066417694,33.82796096801758,8,0.1,50,12
50,0.014060944318771362,0.08876212686300278,1378984.75,0.01014585793018341,0.07184671610593796,30.471168518066406,8,0.1,50,24
50,0.015191130340099335,0.09487702697515488,902388.125,0.007996398955583572,0.06683534383773804,26.0795955657959,8,0.1,50,48
40,0.018438855186104774,0.10470309108495712,836141.625,0.007883165031671524,0.06734125316143036,34.069236755371094,8,0.2,40,12
40,0.017455724999308586,0.10184583067893982,1045506.375,0.007253140211105347,0.0651710256934166,29.64887237548828,8,0.2,40,24
40,0.015751225873827934,0.09629849344491959,1077237.625,0.008667468093335629,0.06846645474433899,32.824684143066406,8,0.2,40,48
50,0.016782740131020546,0.10003871470689774,973746.875,0.009261436760425568,0.07788193970918655,39.898468017578125,8,0.2,50,12
50,0.01942339353263378,0.105821393430233,989930.1875,0.007355793844908476,0.0646553635597229,30.589078903198242,8,0.2,50,24
50,0.01590011827647686,0.09565675258636475,1060472.875,0.008135245181620121,0.06534382700920105,28.974512100219727,8,0.2,50,48
40,0.02098255418241024,0.11056297272443771,996654.875,0.009088830091059208,0.07607689499855042,38.97669982910156,8,0.4,40,12
40,0.02189946547150612,0.11113157123327255,621837.75,0.009615958668291569,0.07834582775831223,37.92581558227539,8,0.4,40,24
40,0.018805289641022682,0.10650109499692917,748795.75,0.010844997130334377,0.07331323623657227,27.914182662963867,8,0.4,40,48
50,0.02084885537624359,0.11005730926990509,1432004.25,0.00829350296407938,0.0716656893491745,37.38028335571289,8,0.4,50,12
50,0.02096874825656414,0.11006252467632294,910760.375,0.008923926390707493,0.06870141625404358,34.049949645996094,8,0.4,50,24
50,0.02079956792294979,0.11269409209489822,1099188.375,0.008378260768949986,0.07114339619874954,36.64598083496094,8,0.4,50,48
40,0.01751672849059105,0.10053059458732605,853192.625,0.007243394386023283,0.06596062332391739,33.467716217041016,16,0.1,40,12
40,0.013868949376046658,0.0885525643825531,959883.0625,0.008616200648248196,0.0690770074725151,30.087522506713867,16,0.1,40,24
40,0.015510732308030128,0.09630656242370605,1000768.0625,0.00853943731635809,0.06707756221294403,29.360689163208008,16,0.1,40,48
50,0.014620937407016754,0.09182316809892654,807894.8125,0.007450697012245655,0.06309864670038223,26.69487953186035,16,0.1,50,12
50,0.01348190475255251,0.09101671725511551,1003760.1875,0.010132103227078915,0.06853315979242325,26.797771453857422,16,0.1,50,24
50,0.014264559373259544,0.0901605561375618,1000931.6875,0.008755403570830822,0.07096628844738007,31.33405303955078,16,0.1,50,48
40,0.01787368208169937,0.10490227490663528,653269.375,0.008791954256594181,0.07357020676136017,36.07249450683594,16,0.2,40,12
40,0.017214039340615273,0.10060831904411316,888760.0625,0.008922330103814602,0.07128733396530151,33.55137634277344,16,0.2,40,24
40,0.015749569982290268,0.09707287698984146,771926.375,0.00845902319997549,0.06717532128095627,28.050676345825195,16,0.2,40,48
50,0.017932891845703125,0.10126211494207382,649169.9375,0.007787857670336962,0.06285052746534348,27.728130340576172,16,0.2,50,12
50,0.017760176211595535,0.10112214833498001,953017.125,0.009033378213644028,0.07055434584617615,29.976499557495117,16,0.2,50,24
50,0.01677224412560463,0.0977623462677002,1070532.0,0.008607428520917892,0.07411252707242966,33.088294982910156,16,0.2,50,48
40,0.023341048508882523,0.11821187287569046,957658.0,0.013788104057312012,0.08803579211235046,39.63068771362305,16,0.4,40,12
40,0.01970936916768551,0.10708615928888321,884279.25,0.009507399052381516,0.0774039477109909,42.31914138793945,16,0.4,40,24
40,0.019806593656539917,0.10740172863006592,922790.75,0.008947374299168587,0.07114184647798538,33.075435638427734,16,0.4,40,48
50,0.023319344967603683,0.11661436408758163,1441624.125,0.01000449899584055,0.08368318527936935,51.81247329711914,16,0.4,50,12
50,0.022554907947778702,0.11102620512247086,1206946.0,0.009151389822363853,0.07789698243141174,42.546302795410156,16,0.4,50,24
50,0.020164854824543,0.10862315446138382,1298600.5,0.009121876209974289,0.06912960112094879,31.208293914794922,16,0.4,50,48
40,0.01708908937871456,0.09994606673717499,880648.6875,0.00835191085934639,0.07085411995649338,33.18524932861328,32,0.1,40,12
