round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.028168030083179474,0.0051282052882015705,0.03979547694325447,0.0,10,0.2,12
30,0.027440611273050308,0.0051282052882015705,0.04161627218127251,0.0,10,0.2,24
30,0.026604197919368744,0.0051282052882015705,0.0390782356262207,0.0,10,0.2,48
30,0.028869330883026123,0.0051282052882015705,0.04203036054968834,0.0,10,0.4,12
30,0.028292125090956688,0.0051282052882015705,0.043226826936006546,0.0,10,0.4,24
30,0.028679097071290016,0.0051282052882015705,0.042112112045288086,0.0,10,0.4,48
30,0.027804842218756676,0.0051282052882015705,0.045151520520448685,0.0,20,0.2,12
30,0.02814890816807747,0.0051282052882015705,0.04189477860927582,0.0,20,0.2,24
30,0.027041707187891006,0.0051282052882015705,0.04080658033490181,0.0,20,0.2,48
30,0.030307313427329063,0.0051282052882015705,0.04388897866010666,0.0,20,0.4,12
30,0.02783753164112568,0.0051282052882015705,0.043565552681684494,0.0,20,0.4,24
30,0.02761799283325672,0.0051282052882015705,0.04282999783754349,0.0,20,0.4,48
30,0.02803860418498516,0.0051282052882015705,0.04517751559615135,0.0,30,0.2,12
30,0.026816384866833687,0.0051282052882015705,0.04488294944167137,0.0,30,0.2,24
30,0.026724671944975853,0.0051282052882015705,0.0443221814930439,0.0,30,0.2,48
30,0.028514375910162926,0.0051282052882015705,0.04226098954677582,0.0,30,0.4,12
30,0.027289317920804024,0.0051282052882015705,0.04393269121646881,0.0,30,0.4,24
30,0.030545398592948914,0.0051282052882015705,0.044912662357091904,0.0,30,0.4,48
