round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.02746843360364437,0.0,0.022970324382185936,0.0,10,0.2,12
30,0.02667071670293808,0.0,0.02077311836183071,0.0,10,0.2,24
30,0.02622019685804844,0.0,0.02234044298529625,0.0,10,0.2,48
30,0.033926624804735184,0.0,0.023923177272081375,0.0,10,0.4,12
30,0.03157832473516464,0.0,0.02366904728114605,0.0,10,0.4,24
30,0.029750056564807892,0.0,0.02407466247677803,0.0,10,0.4,48
30,0.028938665986061096,0.0,0.02308565191924572,0.0,20,0.2,12
30,0.02613069675862789,0.0,0.022206095978617668,0.0,20,0.2,24
30,0.026602856814861298,0.0,0.0217954833060503,0.0,20,0.2,48
30,0.029713144525885582,0.0,0.02623286098241806,0.0,20,0.4,12
30,0.028231391683220863,0.0,0.026149839162826538,0.0,20,0.4,24
30,0.030153967440128326,0.0,0.02454516477882862,0.0,20,0.4,48
30,0.03212877735495567,0.0,0.03175550326704979,0.0,30,0.2,12
30,0.027315692976117134,0.0,0.023139238357543945,0.0,30,0.2,24
30,0.027783121913671494,0.0,0.02316506952047348,0.0,30,0.2,48
30,0.030575010925531387,0.0,0.02484772726893425,0.0,30,0.4,12
30,0.029697060585021973,0.0,0.02481892704963684,0.0,30,0.4,24
30,0.027676276862621307,0.0,0.024540502578020096,0.0,30,0.4,48
