round_epochs,loss,mae,mape,val_loss,val_mae,val_mape,batch_size,dropout,epochs,first_neuron
40,0.004227215424180031,0.0457950159907341,60198.046875,0.003270438639447093,0.04126039147377014,33.662109375,8,0.1,40,12
40,0.003920667804777622,0.0434156134724617,72107.265625,0.0034100476186722517,0.041896771639585495,39.67023468017578,8,0.1,40,24
40,0.00425712950527668,0.0462145172059536,73575.5859375,0.003126406343653798,0.042409081012010574,43.719791412353516,8,0.1,40,48
50,0.0039647892117500305,0.044153351336717606,59450.88671875,0.0031497564632445574,0.041363876312971115,40.03628158569336,8,0.1,50,12
50,0.0038136099465191364,0.043138377368450165,69941.015625,0.0031221855897456408,0.04105560854077339,37.18524169921875,8,0.1,50,24
50,0.0039050092454999685,0.04356882721185684,54944.17578125,0.0031829937361180782,0.04048730805516243,37.56322479248047,8,0.1,50,48
40,0.004757102113217115,0.04779599606990814,85320.71875,0.003708857111632824,0.04340602830052376,37.97255325317383,8,0.2,40,12
40,0.004791927523910999,0.04836044833064079,69550.078125,0.003590325592085719,0.04269697144627571,37.670284271240234,8,0.2,40,24
40,0.0044810292311012745,0.047266338020563126,77510.9140625,0.0037157745100557804,0.04337046295404434,40.24873352050781,8,0.2,40,48
50,0.004710310138761997,0.04824092611670494,42853.30859375,0.003169046947732568,0.041817836463451385,37.15870666503906,8,0.2,50,12
