round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.027764538303017616,0.0051282052882015705,0.024378197267651558,0.0,10,0.2,12
30,0.02574129030108452,0.0051282052882015705,0.023732082918286324,0.0,10,0.2,24
30,0.02383403480052948,0.0051282052882015705,0.023651111871004105,0.0,10,0.2,48
30,0.02730751782655716,0.0051282052882015705,0.021808268502354622,0.0,10,0.4,12
30,0.027116859331727028,0.0051282052882015705,0.021205957978963852,0.0,10,0.4,24
30,0.026491422206163406,0.0051282052882015705,0.019352765753865242,0.0,10,0.4,48
30,0.026568148285150528,0.0051282052882015705,0.02303486317396164,0.0,20,0.2,12
30,0.02406812086701393,0.0051282052882015705,0.024291371926665306,0.0,20,0.2,24
30,0.02490914985537529,0.0051282052882015705,0.02451477199792862,0.0,20,0.2,48
30,0.02850758470594883,0.0051282052882015705,0.021025078371167183,0.0,20,0.4,12
30,0.028550006449222565,0.0051282052882015705,0.02124972641468048,0.0,20,0.4,24
30,0.028283217921853065,0.0051282052882015705,0.02032606676220894,0.0,20,0.4,48
30,0.029230182990431786,0.0051282052882015705,0.023143809288740158,0.0,30,0.2,12
30,0.025732815265655518,0.0051282052882015705,0.023338062688708305,0.0,30,0.2,24
30,0.02436605840921402,0.0051282052882015705,0.024223918095231056,0.0,30,0.2,48
30,0.033032000064849854,0.0051282052882015705,0.021606415510177612,0.0,30,0.4,12
30,0.02540053054690361,0.0051282052882015705,0.021814579144120216,0.0,30,0.4,24
30,0.026043018326163292,0.0051282052882015705,0.02059108205139637,0.0,30,0.4,48
