round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.02263510227203369,0.0051282052882015705,0.014916080981492996,0.0,10,0.2,12
30,0.02198692411184311,0.0051282052882015705,0.014958865009248257,0.0,10,0.2,24
30,0.02353888936340809,0.0051282052882015705,0.013998985290527344,0.0,10,0.2,48
30,0.026768209412693977,0.0051282052882015705,0.017709679901599884,0.0,10,0.4,12
30,0.026347050443291664,0.0051282052882015705,0.017328722402453423,0.0,10,0.4,24
30,0.025741396471858025,0.0051282052882015705,0.016161326318979263,0.0,10,0.4,48
30,0.025617690756917,0.0051282052882015705,0.01660316437482834,0.0,20,0.2,12
30,0.024315768852829933,0.0051282052882015705,0.01404433324933052,0.0,20,0.2,24
30,0.022602040320634842,0.0051282052882015705,0.014256761409342289,0.0,20,0.2,48
30,0.0239675622433424,0.0051282052882015705,0.019241558387875557,0.0,20,0.4,12
30,0.02713167294859886,0.0051282052882015705,0.018454469740390778,0.0,20,0.4,24
30,0.024679597467184067,0.0051282052882015705,0.017362676560878754,0.0,20,0.4,48
30,0.027927672490477562,0.0051282052882015705,0.020693892613053322,0.0,30,0.2,12
30,0.02228114940226078,0.0051282052882015705,0.015476572327315807,0.0,30,0.2,24
30,0.02262675203382969,0.0051282052882015705,0.013343144208192825,0.0,30,0.2,48
30,0.02603157050907612,0.0051282052882015705,0.017901645973324776,0.0,30,0.4,12
30,0.026017820462584496,0.0051282052882015705,0.017908664420247078,0.0,30,0.4,24
30,0.027045758441090584,0.0051282052882015705,0.017105691134929657,0.0,30,0.4,48
