round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.01838412880897522,0.0,0.027880555018782616,0.0,10,0.2,12
30,0.019492393359541893,0.0,0.02999979443848133,0.0,10,0.2,24
30,0.0204321201890707,0.0,0.026461685076355934,0.0,10,0.2,48
30,0.025187255814671516,0.0,0.027371883392333984,0.0,10,0.4,12
30,0.028320040553808212,0.0,0.02810097299516201,0.0,10,0.4,24
30,0.021425655111670494,0.0,0.028075510635972023,0.0,10,0.4,48
30,0.02184579335153103,0.0,0.02606484293937683,0.0,20,0.2,12
30,0.019075563177466393,0.0,0.027936769649386406,0.0,20,0.2,24
30,0.01975739747285843,0.0,0.0285948533564806,0.0,20,0.2,48
30,0.02251552604138851,0.0,0.028750868514180183,0.0,20,0.4,12
30,0.025113144889473915,0.0,0.029049096629023552,0.0,20,0.4,24
30,0.026202434673905373,0.0,0.028483213856816292,0.0,20,0.4,48
30,0.022081604227423668,0.0,0.02897055260837078,0.0,30,0.2,12
30,0.01928579807281494,0.0,0.030569130554795265,0.0,30,0.2,24
30,0.020170310512185097,0.0,0.02909468300640583,0.0,30,0.2,48
30,0.02850417047739029,0.0,0.0321350134909153,0.0,30,0.4,12
30,0.022472389042377472,0.0,0.02859998308122158,0.0,30,0.4,24
30,0.025893397629261017,0.0,0.029155444353818893,0.0,30,0.4,48
