round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.02634461037814617,0.0,0.03244089335203171,0.0,10,0.2,12
30,0.024578077718615532,0.0,0.03270602598786354,0.0,10,0.2,24
30,0.024965643882751465,0.0,0.030018514022231102,0.0,10,0.2,48
30,0.02497333288192749,0.0,0.03509717807173729,0.0,10,0.4,12
30,0.0264208372682333,0.0,0.03405583277344704,0.0,10,0.4,24
30,0.026981810107827187,0.0,0.03359402343630791,0.0,10,0.4,48
30,0.028355706483125687,0.0,0.04052773490548134,0.0,20,0.2,12
30,0.02363051474094391,0.0,0.03423202410340309,0.0,20,0.2,24
30,0.02383258007466793,0.0,0.03188754618167877,0.0,20,0.2,48
30,0.029893171042203903,0.0,0.035161733627319336,0.0,20,0.4,12
30,0.029104428365826607,0.0,0.035796504467725754,0.0,20,0.4,24
30,0.025621404871344566,0.0,0.03429485857486725,0.0,20,0.4,48
30,0.024342268705368042,0.0,0.033775102347135544,0.0,30,0.2,12
30,0.025860296562314034,0.0,0.03422628343105316,0.0,30,0.2,24
30,0.023947475478053093,0.0,0.03247445449233055,0.0,30,0.2,48
30,0.028324618935585022,0.0,0.035945143550634384,0.0,30,0.4,12
30,0.026191862300038338,0.0,0.03567241132259369,0.0,30,0.4,24
30,0.02797975018620491,0.0,0.03493383899331093,0.0,30,0.4,48
