round_epochs,loss,mae,mape,val_loss,val_mae,val_mape,batch_size,dropout,epochs,first_neuron
100,0.014659012667834759,0.09263809770345688,661183.125,0.006950372830033302,0.06798560917377472,26.089384078979492,10,0.2,100,12
100,0.014114446006715298,0.08741462975740433,887721.875,0.007022571749985218,0.06829089671373367,23.097185134887695,10,0.2,100,24
100,0.013366075232625008,0.08755156397819519,577597.5625,0.009754694066941738,0.07648388296365738,23.317771911621094,10,0.2,100,48
100,0.017860172316432,0.10271253436803818,877002.0,0.008684739470481873,0.0758514329791069,29.852863311767578,10,0.4,100,12
100,0.017750898376107216,0.10330794751644135,593772.25,0.012524203397333622,0.0859365165233612,25.81420135498047,10,0.4,100,24
100,0.01881159096956253,0.1036376953125,996464.75,0.009446283802390099,0.07724487036466599,24.2829532623291,10,0.4,100,48
100,0.017669709399342537,0.10256863385438919,763768.0625,0.008715830743312836,0.07934664934873581,32.663082122802734,20,0.2,100,12
100,0.01352651510387659,0.08850878477096558,867027.6875,0.006058321800082922,0.06296228617429733,21.024192810058594,20,0.2,100,24
100,0.014037422835826874,0.08886700868606567,575227.5,0.007897588424384594,0.06853217631578445,22.116411209106445,20,0.2,100,48
100,0.02004031464457512,0.11052405834197998,1305751.25,0.010268249548971653,0.07990363985300064,30.564836502075195,20,0.4,100,12
100,0.01625536009669304,0.0992363765835762,781259.25,0.00813440140336752,0.07035017013549805,24.829668045043945,20,0.4,100,24
100,0.018684275448322296,0.10616099834442139,1026326.0625,0.011477410793304443,0.08003348112106323,25.59327507019043,20,0.4,100,48
100,0.015648329630494118,0.09399044513702393,821278.4375,0.008001910522580147,0.075560562312603,32.291622161865234,30,0.2,100,12
100,0.015553848817944527,0.09113214910030365,793500.3125,0.006765112746506929,0.06355191022157669,22.427490234375,30,0.2,100,24
100,0.014928619377315044,0.09321744740009308,674073.125,0.00828136969357729,0.06858622282743454,20.66694450378418,30,0.2,100,48
100,0.0182883869856596,0.10471704602241516,1014589.875,0.011131903156638145,0.08709397166967392,32.162574768066406,30,0.4,100,12
100,0.019010456278920174,0.10489394515752792,1147939.125,0.00847921147942543,0.07599683105945587,29.895959854125977,30,0.4,100,24
100,0.015120375901460648,0.09728187322616577,959216.75,0.008087608963251114,0.07068714499473572,27.716127395629883,30,0.4,100,48
