round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.02986058220267296,0.0051282052882015705,0.009743803180754185,0.0,10,0.2,12
30,0.025892561301589012,0.0051282052882015705,0.00941531453281641,0.0,10,0.2,24
30,0.029863733798265457,0.0051282052882015705,0.009213857352733612,0.0,10,0.2,48
30,0.02976856753230095,0.0051282052882015705,0.010651875287294388,0.0,10,0.4,12
30,0.030518971383571625,0.0051282052882015705,0.010651547461748123,0.0,10,0.4,24
30,0.030107608065009117,0.0051282052882015705,0.010862256400287151,0.0,10,0.4,48
30,0.02954363264143467,0.0051282052882015705,0.010309768840670586,0.0,20,0.2,12
30,0.02935842052102089,0.0051282052882015705,0.009839382022619247,0.0,20,0.2,24
30,0.026898475363850594,0.0051282052882015705,0.00912571232765913,0.0,20,0.2,48
30,0.031430404633283615,0.0051282052882015705,0.01021028496325016,0.0,20,0.4,12
30,0.030863415449857712,0.0051282052882015705,0.009832773357629776,0.0,20,0.4,24
30,0.03219623863697052,0.0051282052882015705,0.010930587537586689,0.0,20,0.4,48
30,0.026304878294467926,0.0051282052882015705,0.009500703774392605,0.0,30,0.2,12
30,0.026593508198857307,0.0051282052882015705,0.009737254120409489,0.0,30,0.2,24
30,0.02940135821700096,0.0051282052882015705,0.009249932132661343,0.0,30,0.2,48
30,0.030603183433413506,0.0051282052882015705,0.010102457366883755,0.0,30,0.4,12
30,0.03139832243323326,0.0051282052882015705,0.010721432976424694,0.0,30,0.4,24
30,0.03038177266716957,0.0051282052882015705,0.010113026946783066,0.0,30,0.4,48
