round_epochs,loss,mae,mape,val_loss,val_mae,val_mape,batch_size,dropout,epochs,first_neuron
30,0.019827911630272865,0.10675950348377228,1558379.375,0.023991500958800316,0.11953890323638916,46.48335266113281,10,0.2,30,12
30,0.01876903511583805,0.10141456127166748,789292.875,0.01630781777203083,0.09916473180055618,47.428890228271484,10,0.2,30,24
30,0.016599496826529503,0.09831119328737259,786683.0625,0.0194601658731699,0.10825640708208084,48.311588287353516,10,0.2,30,48
30,0.021915612742304802,0.11114661395549774,1073556.75,0.02919708378612995,0.13625451922416687,48.527957916259766,10,0.4,30,12
30,0.01926189661026001,0.1079191192984581,331055.0625,0.024644993245601654,0.1215326264500618,49.2098388671875,10,0.4,30,24
30,0.021632688120007515,0.10977189242839813,997353.375,0.02175329439342022,0.11702883243560791,45.4262809753418,10,0.4,30,48
30,0.019505774602293968,0.1087108924984932,964935.5625,0.02369789592921734,0.11977512389421463,51.21261215209961,20,0.2,30,12
30,0.01865244098007679,0.10479767620563507,525441.625,0.024409085512161255,0.12282904982566833,49.451148986816406,20,0.2,30,24
30,0.01614389196038246,0.09677796065807343,615201.625,0.021699488162994385,0.11371543258428574,44.84982681274414,20,0.2,30,48
30,0.022166265174746513,0.11463592946529388,846510.125,0.024533800780773163,0.12350016087293625,43.96895980834961,20,0.4,30,12
30,0.021306397393345833,0.11042814701795578,569921.875,0.02039681002497673,0.11151733249425888,46.939247131347656,20,0.4,30,24
30,0.018928224220871925,0.1044975146651268,984815.5625,0.029761208221316338,0.13270318508148193,40.51344299316406,20,0.4,30,48
30,0.020862499251961708,0.11369717866182327,1016027.5625,0.023178666830062866,0.12073977291584015,54.29322814941406,30,0.2,30,12
30,0.016850359737873077,0.09945694357156754,778287.6875,0.021894004195928574,0.11491982638835907,44.36693572998047,30,0.2,30,24
30,0.014884579926729202,0.0957944318652153,770731.625,0.021367615088820457,0.1135188639163971,47.24519348144531,30,0.2,30,48
30,0.022387225180864334,0.11766273528337479,568105.375,0.0237259641289711,0.12149875611066818,53.502620697021484,30,0.4,30,12
30,0.01957448571920395,0.11176807433366776,486817.59375,0.026807110756635666,0.12771357595920563,46.36405563354492,30,0.4,30,24
30,0.018093079328536987,0.1035577803850174,740128.8125,0.02553454227745533,0.12323561310768127,45.377384185791016,30,0.4,30,48
